पालगी,पालगी,n,NN,m,sg,3,0
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भईया,भईया,n,NN,m,sg,3,0
तुम,तुम,pn,PRP,any,sg,2,0
तो,तो,avy,RP,-,-,-,-
स्वर्ग,स्वर्ग,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
सुख,सुख,n,NN,m,sg,3,0
भोग,भोग,v,VM,any,sg,any,0_रह+या_हो+गा
रहे,रह,v,VAUX,any,sg,any,या
होगे,हो,v,VAUX,m,sg,any,गा
?,?,punc,SYM,-,-,-,-
?,?,punc,SYM,-,-,-,-
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0_का
की,का,psp,PSP,f,pl,-,-
बातें,बात,n,NN,f,pl,3,0
सुनकर,सुन,v,VM,any,any,any,कर
भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0_का
की,का,psp,PSP,f,pl,-,-
आंखें,आंख,n,NN,f,pl,3,0
भर,भर,v,VM,any,pl,any,0_आ+या
आयीं,आ,v,VAUX,f,pl,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
वह,वह,pn,PRP,any,sg,3,0
गमछा,गमछा,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
आंखों,आंख,n,NN,f,pl,3,0_का
की,का,psp,PSP,f,sg,-,-
बाढ,बाढ,n,NN,f,sg,3,0
रोकते,रोक,v,VM,m,sg,any,ता_हो+या
हुए,हो,v,VAUX,m,sg,any,या
बोला,बोल,v,VM,m,sg,any,या
भईया,भईया,n,NN,m,sg,3,0
नरक,नरक,n,NN,m,sg,3,0
भोग,भोग,v,VM,m,sg,1,0_रह+या_है
रहा,रह,v,VAUX,m,sg,any,या
हूं,है,v,VAUX,any,sg,1,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
स्वर्ग,स्वर्ग,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
सुख,सुख,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
चाह,चाह,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
भाई,भाई,n,NNC,m,pl,3,0
-,-,punc,SYM,-,-,-,-
भतीजों,भतीजा,n,NN,m,pl,3,0_का
का,का,psp,PSP,m,sg,-,-
कागजी,कागजी,adj,JJ,any,any,-,-
कत्ल,कत्ल,n,NN,m,sg,3,0
करवाकर,कर,v,VM,any,any,any,कर
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
हक,हक,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हिस्सा,हिस्सा,n,NN,m,sg,3,0_तक
तक,तक,psp,PSP,-,-,-,-
हड़पकर,हडप,v,VM,any,any,any,कर
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सगे,सगा,adj,JJ,m,pl,-,-
बेटी,बेटी,n,NNC,f,sg,3,0
-,-,punc,SYM,-,-,-,-
दमाद,दमाद,n,NN,m,sg,3,0
और,और,avy,CC,-,-,-,-
सौतेली,सौतेला,adj,JJ,f,sg,-,-
बेटी,बेटी,n,NNC,f,sg,3,0
दमाद,दमाद,n,NN,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
वारिस,वारिस,n,NN,m,sg,3,0
बना,बना,v,VM,any,sg,any,0_दे+या
दिये,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
आज,आज,n,NN,m,sg,3,0
खुद,खुद,pn,PRP,-,-,-,0_का
के,का,psp,PSP,m,sg,-,-
रचे,रच,v,VM,any,sg,3,या
चक्रव्यूह,चक्रव्यूह,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
फंस,फँस,v,VM,any,sg,3h,0_जा+या1
गये,जा,v,VAUX,m,sg,3h,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
आंसू,आँसू,n,NN,m,sg,3,0_से
से,से,psp,PSP,-,-,-,-
रोटी,रोटी,n,NN,f,sg,3,0
गीली,गीला,adj,JJ,f,sg,-,-
कर,कर,v,VM,any,sg,2,0_रह+या_है+ओ
रहे,रह,v,VAUX,any,sg,any,या
हो,है,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भईया,भईया,n,NN,m,sg,3,0
उधार,उधार,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
ममता,ममता,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
बर्बादी,बर्बादी,n,NN,f,sg,3,0_का
के,का,psp,PSP,m,pl,-,-
बीज,बीज,n,NN,m,pl,3,0
क्यों,क्यों,pn,WQ,-,-,-,-
बो,बो,v,VM,any,pl,any,0_दे+या
दिये,दे,v,VAUX,m,pl,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
आज,आज,n,NN,m,sg,3,0
दर,दर,n,NN,m,sg,3,0_का
-,-,punc,SYM,-,-,-,-
दर,दर,n,RDP,m,sg,3,0
की,का,psp,PSP,f,pl,-,-
ठोकरें,ठोकर,n,NN,f,pl,3,0
खा,खा,v,VM,any,sg,2,0_रह+या_है+ओ
रहे,रह,v,VAUX,any,sg,any,या
हो,है,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
मुझे,मैं,pn,PRP,any,sg,1,को
NULL,NULL,pn,PRP,-,-,-,-
मालूम,मालूम,adj,JJ,any,any,-,-
हो,हो,v,VM,m,sg,3,0_जा+या1_है
गया,जा,v,VAUX,m,sg,any,या1
है,है,v,VAUX,any,sg,3,है
जिस,जो,pn,DEM,any,sg,3,-
भाई,भाई,n,NN,m,sg,3,0
अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
चौखट,चौखट,n,NN,f,sg,3,0_को
को,को,psp,PSP,-,-,-,-
उखाड़,उखाड,v,VM,any,sg,any,0_फेंक+ना_का
फेंकने,फेंक,v,VAUX,any,any,any,ना
की,का,psp,PSP,f,sg,-,-
सौगन्ध,सौगंध,n,NN,f,sg,3,0
खा,खा,v,VM,any,any,any,0_कर
कर,कर,v,VAUX,any,any,any,0
गये,जा,v,VM,m,sg,2,या1_था
थे,था,v,VAUX,m,sg,2,था
उस,वह,pn,DEM,any,sg,3,-
चौखट,चौखट,n,NN,f,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
छांव,छांव,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
तुम,तुम,pn,PRP,any,sg,2,0
खुशी,खुशी,n,NN,f,sg,3,0_से
से,से,psp,PSP,-,-,-,-
तो,तो,avy,RP,-,-,-,-
नहीं,नहीं,avy,NEG,-,-,-,-
आये,आ,v,VM,any,sg,2,या_हो+गा
होगे,हो,v,VAUX,m,sg,2,गा
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हां,हाँ,avy,INJ,-,-,-,-
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
अब,अब,pn,PRP,-,-,-,-
यही,यही,pn,DEM,any,sg,3,-
दरवाजा,दरवाजा,n,NN,m,sg,3,0
खुला,खुल,v,VM,m,sg,3,या_है
है,है,v,VAUX,any,sg,3,है
NULL,NULL,avy,CC,-,-,-,-
बाकी,बाकी,adj,JJ,any,any,-,-
तो,तो,avy,RP,-,-,-,-
बन्द,बंद,adj,JJ,any,any,-,-
हो,हो,v,VM,m,pl,3,0_चुक+या_है
चुके,चुक,v,VAUX,m,pl,any,या
हैं,है,v,VAUX,any,pl,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सौतेले,सौतेला,adj,JJ,m,sg,-,-
दमाद,दमाद,n,NN,m,sg,3,0
प्रभु,प्रभु,n,NNP,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
तो,तो,avy,RP,-,-,-,-
मेरे,मैं,pn,PRP,m,sg,1,का
रिटायरमेण्ट,रिटायरमेण्ट,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
रकम,रकम,n,NN,f,sg,3,0
अंगूठा,अंगूठा,n,NN,m,sg,3,0
लगवाकर,लग,v,VM,any,any,any,कर
हड़प,हडप,v,VM,any,sg,any,0_ले+या
ली,ले,v,VAUX,f,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
थाने,थाना,n,NN,m,sg,3,0_में
में,में,psp,PSP,-,-,-,-
गुहार,गुहार,n,NN,f,sg,3,0
लगाया,लगा,v,VM,m,sg,any,या
पर,पर,avy,CC,-,-,-,-
कोई,कोई,pn,PRP,any,sg,3,0
सुनवाई,सुनवाई,n,NN,f,sg,3,0
अभी,अभी,pn,PRP,-,-,-,-
तक,तक,avy,RP,-,-,-,-
नहीं,नहीं,avy,NEG,-,-,-,-
हुई,हो,v,VM,f,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सगे,सगा,adj,JJ,m,pl,-,-
बेटी,बेटी,n,NNC,f,sg,3,0
दमाद,दमाद,n,NN,m,sg,3,0_के_लिये
के,के,psp,PSP,-,-,-,-
लिये,लिये,psp,PSP,-,-,-,-
भी,भी,avy,RP,-,-,-,-
छूछा,छूछा,adj,JJ,m,sg,-,-
हो,हो,v,VM,m,sg,1,0_जा+या1_है
गया,जा,v,VAUX,m,sg,any,या1
हूं,है,v,VAUX,any,sg,1,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
कहते,कह,v,VM,m,pl,any,ता_है
हैं,है,v,VAUX,any,pl,any,है
न,न,avy,RP,-,-,-,-
छूछा,छूछा,n,NN,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
कौन,कौन,pn,WQ,-,-,-,-
पूछा,पूछ,v,VM,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
सबसे,सबसे,avy,INTF,-,-,-,-
ज्यादा,ज्यादा,avy,QF,-,-,-,-
प्रिय,प्रिय,adj,JJ,any,any,-,-
तो,तो,avy,RP,-,-,-,-
तुम्हारा,तुम,pn,PRP,m,sg,2,का
प्रभुवा,प्रभुवा,n,NNP,m,sg,3,0
दमाद,दमाद,n,NN,m,sg,3,0
था,था,v,VM,m,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
वही,वह,pn,PRP,any,sg,3,0
धोखेबाज,धोखेबाज,adj,JJ,any,any,-,-
निकला,निकल,v,VM,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सदर,सदर,n,NNC,m,sg,3,0
तहसील,तहसील,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
सी.,सी.,n,NNC,m,sg,3,0
आर.,आर.,n,NNC,m,sg,3,0
ओ.,ओ.,n,NN,m,sg,3,0
होकर,हो,v,VM,any,any,any,कर
भी,भी,avy,RP,-,-,-,-
ऐसी,ऐसा,pn,DEM,f,sg,3,-
नीचता,नीचता,n,NN,f,sg,3,0
कर,कर,v,VM,any,sg,any,0_जा+या1
गया,जा,v,VAUX,m,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
दगाबाज,दगाबाज,adj,JJ,any,any,-,-
प्रभु,प्रभु,n,NNP,m,sg,3,0_ने
ने,ने,psp,PSP,-,-,-,-
तो,तो,avy,RP,-,-,-,-
अंधे,अंधा,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
लाठी,लाठी,n,NN,f,sg,3,0
ही,ही,avy,RP,-,-,-,-
तोड़,तोड,v,VM,any,sg,any,0_दे+या
दी,दे,v,VAUX,f,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भईया,भईया,n,NN,m,sg,3,0
दुनिया,दुनिया,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
सब,सब,avy,QF,-,-,-,-
तुम्हारे,तुम,pn,PRP,m,sg,2,का
बेटी,बेटी,n,NNC,f,sg,3,0
दमाद,दमाद,n,NN,m,sg,3,0_जैसा
जैसे,जैसा,psp,PSP,m,pl,-,-
ही,ही,avy,RP,-,-,-,-
लोग,लोग,n,NN,m,pl,3,0
नहीं,नहीं,avy,NEG,-,-,-,-
होते,हो,v,VM,m,pl,any,ता
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
लोग,लोग,n,NN,m,pl,3,0
छूछे,छूछा,n,NN,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
भी,भी,avy,RP,-,-,-,-
पूछते,पूछ,v,VM,m,pl,3,ता_है
हैं,है,v,VAUX,any,pl,3,है
NULL,NULL,avy,CC,-,-,-,-
तभी,तभी,pn,PRP,-,-,-,-
तो,तो,avy,RP,-,-,-,-
यहां,यहाँ,pn,PRP,-,-,-,-
बैठे,बैठ,v,VM,any,sg,2,या_है+ओ
हो,है,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सब,सब,pn,PRP,m,pl,3,0
माया,माया,n,NN,f,sg,3,0_के_पीछे
के,के,psp,PSP,-,-,-,-
पीछे,पीछे,nst,NST,m,sg,3,-
नहीं,नहीं,avy,NEG,-,-,-,-
भागते,भाग,v,VM,m,pl,any,ता
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सन्तोष,संतोष,n,NN,m,sg,3,0
बहुत,बहुत,avy,INTF,-,-,-,-
बड़ा,बडा,adj,JJ,m,sg,-,-
सुख,सुख,n,NN,m,sg,3,0
है,है,v,VM,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
उसी,वह,pn,DEM,any,sg,3,-
सन्तोष,संतोष,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
फल,फल,n,NN,m,sg,3,0
अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0
भईया,भईया,n,NN,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
मिल,मिल,v,VM,m,sg,3,0_रह+या_है
रहा,रह,v,VAUX,m,sg,any,या
है,है,v,VAUX,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
तुम,तुम,pn,PRP,any,sg,2,0
तो,तो,avy,RP,-,-,-,-
जानते,जान,v,VM,m,sg,2,ता_है+ओ
हो,है,v,VAUX,any,sg,2,ओ
तुम्हारे,तुम,pn,PRP,m,sg,2,का
फेंक,फेंक,v,VM,any,sg,3,0_दे+ना_के_बाद
देने,दे,v,VAUX,any,any,any,ना
के,के,psp,PSP,-,-,-,-
बाद,बाद,nst,NST,m,sg,3,-
कितनी,कितना,adj,QF,f,pl,-,-
मुसीबतें,मुसीबत,n,NN,f,pl,3,0
अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0
भईया,भईया,n,NN,m,sg,3,0_के_ऊपर
के,के,psp,PSP,-,-,-,-
ऊपर,ऊपर,nst,NST,m,sg,3,-
आयी,आ,v,VM,f,pl,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
बच्चों,बच्चा,n,NN,m,pl,3,0_को
को,को,psp,PSP,-,-,-,-
पेट,पेट,n,NN,m,sg,3,0
भर,भर,avy,RP,-,-,-,-
रोटी,रोटी,n,NN,f,sg,3,0
नहीं,नहीं,avy,NEG,-,-,-,-
मिलती,मिल,v,VM,f,sg,any,ता_था
थी,था,v,VAUX,f,sg,any,था
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
गरीबी,गरीबी,n,NN,f,sg,3,0
और,और,avy,CC,-,-,-,-
तुम्हारी,तुम,pn,PRP,f,sg,2,का
दगाबाजी,दगाबाजी,n,NN,f,sg,3,0_से
से,से,psp,PSP,-,-,-,-
आहत,आहत,adj,JJ,any,any,-,-
बुढिया,बुढिया,n,NN,f,sg,3,0
दम,दम,n,NN,m,sg,3,0
तोड़,तोड,v,VM,any,sg,any,0_दे+या
दी,दे,v,VAUX,f,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
देखो,देख,avy,INJ,-,-,-,-
दरिद्र,दरिद्र,adj,JJ,any,any,-,-
अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0
भईया,भईया,n,NN,m,sg,3,0
आज,आज,n,NN,m,sg,3,0
सचमुच,सचमुच,adv,RB,-,-,-,-
स्वर्ग,स्वर्ग,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
सुख,सुख,n,NN,m,sg,3,0
भोग,भोग,v,VM,any,sg,3h,0_रह+या_है
रहे,रह,v,VAUX,any,sg,any,या
हैं,है,v,VAUX,any,sg,3h,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
तुम,तुम,pn,PRP,any,sg,2,0
हक,हक,n,NNC,m,sg,3,0
-,-,punc,SYM,-,-,-,-
हिस्सा,हिस्सा,n,NN,m,sg,3,0
हड़प,हडप,v,VM,any,any,any,0_कर
कर,कर,v,VAUX,any,any,any,0
बने,बन,v,VM,any,sg,any,या
धनवान,धनवान,n,NN,m,sg,3,0
नरक,नरक,n,NN,m,sg,3,0
भोग,भोग,v,VM,any,sg,2,0_रह+या_है+ओ
रहे,रह,v,VAUX,any,sg,any,या
हो,है,v,VAUX,any,sg,2,ओ
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
बुढिया,बुढिया,n,NN,f,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
जिद,जिद,n,NN,f,sg,3,0_के_आगे
के,के,psp,PSP,-,-,-,-
आगे,आगे,nst,NST,m,sg,3,-
मेरी,मैं,pn,PRP,f,sg,3,का
एक,एक,num,QC,any,any,-,-
ना,ना,avy,NEG,-,-,-,-
चली,चल,v,VM,f,sg,any,या
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
वह,वह,pn,PRP,any,sg,3,0
तो,तो,avy,RP,-,-,-,-
स्वर्ग,स्वर्ग,n,NN,m,sg,3,0
सिधार,सिधार,v,VM,any,sg,any,0_जा+या1
गयी,जा,v,VAUX,f,sg,any,या1
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
मैं,मैं,pn,PRP,any,sg,1,0
नरक,नरक,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
जीवन,जीवन,n,NN,m,sg,3,0
जी,जी,v,VM,m,sg,1,0_रह+या_है
रहा,रह,v,VAUX,m,sg,any,या
हूं,है,v,VAUX,any,sg,1,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
सन्तोष,संतोष,n,NN,m,sg,3,0_का
के,का,psp,PSP,m,sg,-,-
फल,फल,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
महिमा,महिमा,n,NN,f,sg,3,0
समझ,समझ,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
आ,आ,v,VM,f,sg,3,0_जा+या1_है
गयी,जा,v,VAUX,f,sg,any,या1
है,है,v,VAUX,any,sg,3,है
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
जमीन,जमीन,n,NNC,f,sg,3,0
-,-,punc,SYM,-,-,-,-
जायदाद,जायदाद,n,NN,f,sg,3,0
सबसे,सबसे,pn,PRP,any,pl,3,से
अधीरनरायन,अधीरनरायन,n,NNP,m,sg,3,0_को
को,को,psp,PSP,-,-,-,-
बेदखल,बेदखल,adj,JJ,any,any,-,-
कर,कर,v,VM,any,sg,any,0_दे+या
दिया,दे,v,VAUX,m,sg,any,या
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
देखो,देख,avy,INJ,-,-,-,-
वही,वह,pn,DEM,any,sg,3,-
भाई,भाई,n,NN,m,sg,3,0
चैन,चैन,n,NN,m,sg,3,0_का
की,का,psp,PSP,f,sg,-,-
रोटी,रोटी,n,NN,f,sg,3,0
खा,खा,v,VM,m,sg,3,0_रह+या_है
रहा,रह,v,VAUX,m,sg,any,या
है,है,v,VAUX,any,sg,3,है
और,और,avy,CC,-,-,-,-
मैं,मैं,pn,PRP,any,sg,1,0
दर,दर,n,NN,m,sg,3,0_का
-,-,punc,SYM,-,-,-,-
दर,दर,n,RDP,m,sg,3,0
की,का,psp,PSP,f,pl,-,-
ठोकरें,ठोकर,n,NN,f,pl,3,0
NULL,NULL,v,VM,-,-,-,-
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
भईया,भईया,n,NN,m,sg,3,0
सच,सच,n,NN,m,sg,3,0
कहा,कह,v,VM,m,sg,3,या_जा+या1_है
गया,जा,v,VAUX,m,sg,any,या1
है,है,v,VAUX,any,sg,3,है
NULL,NULL,pn,PRP,-,-,-,-
बोया,बो,v,VM,m,sg,any,या
बीज,बीज,n,NN,m,sg,3,0
बबूल,बबूल,n,NN,m,sg,3,0_का
का,का,psp,PSP,m,sg,-,-
तो,तो,pn,PRP,-,-,-,-
आम,आम,n,NN,m,sg,3,0
कहां,कहाँ,pn,WQ,-,-,-,0_से
से,से,psp,PSP,-,-,-,-
खाय,खा,v,VM,any,sg,any,एं
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
भीखनरायन,भीखनरायन,n,NNP,m,sg,3,0
-,-,punc,SYM,-,-,-,-
मुझे,मैं,pn,PRP,any,sg,1,को
पछतावा,पछतावा,n,NN,m,sg,3,0
है,है,v,VM,any,sg,3,है
धूलीचन्द,धूलीचन्द,n,NNP,m,sg,3,0
।,।,punc,SYM,-,-,-,-
।,।,punc,SYM,-,-,-,-
काश,काश,avy,INJ,-,-,-,-
भाई,भाई,n,NNC,m,pl,3,0
-,-,punc,SYM,-,-,-,-
भतीजों,भतीजा,n,NN,m,pl,3,0_का
के,का,psp,PSP,m,pl,-,-
सपनों,सपना,n,NN,m,pl,3,0_का
की,का,psp,PSP,f,sg,-,-
बारात,बारात,n,NN,f,sg,3,0_में
में,में,psp,PSP,-,-,-,-
आग,आग,n,NN,f,sg,3,0
नहीं,नहीं,avy,NEG,-,-,-,-
लगाता,लगा,v,VM,m,sg,1,ता
तो,तो,avy,CC,-,-,-,-
मेरी,मैं,pn,PRP,f,sg,1,का
ये,यह,pn,DEM,any,sg,3,-
